2019/09/10,216.7000
2019/09/09,214.1700
2019/09/06,213.2600
2019/09/05,213.2800
2019/09/04,209.1900
2019/09/03,205.7000
2019/08/30,208.7400
2019/08/29,209.0100
2019/08/28,205.5300
2019/08/27,204.1600
2019/08/26,206.4900
2019/08/23,202.6400
2019/08/22,212.4600
2019/08/21,212.6400
2019/08/20,210.3600
2019/08/19,210.3500
2019/08/16,206.5000
2019/08/15,201.7400
2019/08/14,202.7500
2019/08/13,208.9700
2019/08/12,200.4800
2019/08/09,200.9900
2019/08/08,203.4300
2019/08/07,199.0400
2019/08/06,197.0000
2019/08/05,193.3400
2019/08/02,204.0200
2019/08/01,208.4300
2019/07/31,213.0400
2019/07/30,208.7800
2019/07/29,209.6800
2019/07/26,207.7400
2019/07/25,207.0200
2019/07/24,208.6700
2019/07/23,208.8400
2019/07/22,207.2200
2019/07/19,202.5900
2019/07/18,205.6600
2019/07/17,203.3500
2019/07/16,204.5000
2019/07/15,205.2100
2019/07/12,203.3000
2019/07/11,201.7500
2019/07/10,203.2300
2019/07/09,201.2400
2019/07/08,200.0200
2019/07/05,204.2300
2019/07/03,204.4100
2019/07/02,202.7300
2019/07/01,201.5500
2019/06/28,197.9200
2019/06/27,199.7400
2019/06/26,199.8000
2019/06/25,195.5700
2019/06/24,198.5800
2019/06/21,198.7800
2019/06/20,199.4600
2019/06/19,197.8700
2019/06/18,198.4500
2019/06/17,193.8900
2019/06/14,192.7400
2019/06/13,194.1500
2019/06/12,194.1900
2019/06/11,194.8100
2019/06/10,192.5800
2019/06/07,190.1500
2019/06/06,185.2200
2019/06/05,182.5400
2019/06/04,179.6400
2019/06/03,173.3000
2019/05/31,175.0700
2019/05/30,178.3000
2019/05/29,177.3800
2019/05/28,178.2300
2019/05/24,178.9700
2019/05/23,179.6600
2019/05/22,182.7800
2019/05/21,186.6000
2019/05/20,183.0900
2019/05/17,189.0000
2019/05/16,190.0800
2019/05/15,190.9200
2019/05/14,188.6600
2019/05/13,185.7200
2019/05/10,197.1800
2019/05/09,200.7200
2019/05/08,202.9000
2019/05/07,202.8600
2019/05/06,208.4800
2019/05/03,211.7500
2019/05/02,209.1500
2019/05/01,210.5200
2019/04/30,200.6700
2019/04/29,204.6100
2019/04/26,204.3000
2019/04/25,205.2800
2019/04/24,207.1600
2019/04/23,207.4800
2019/04/22,204.5300
2019/04/18,203.8600
2019/04/17,203.1300
2019/04/16,199.2500
2019/04/15,199.2300
2019/04/12,198.8700
2019/04/11,198.9500
2019/04/10,200.6200
2019/04/09,199.5000
2019/04/08,200.1000
2019/04/05,197.0000
2019/04/04,195.6900
2019/04/03,195.3500
2019/04/02,194.0200
2019/04/01,191.2400
2019/03/29,189.9500
2019/03/28,188.7200
2019/03/27,188.4700
2019/03/26,186.7900
2019/03/25,188.7400
2019/03/22,191.0500
2019/03/21,195.0900
2019/03/20,188.1600
2019/03/19,186.5300
2019/03/18,188.0200
2019/03/15,186.1200
2019/03/14,183.7300
2019/03/13,181.7100
2019/03/12,180.9100
2019/03/11,178.9000
2019/03/08,172.9100
2019/03/07,172.5000
2019/03/06,174.5200
2019/03/05,175.5300
2019/03/04,175.8500
2019/03/01,174.9700
2019/02/28,173.1500
2019/02/27,174.8700
2019/02/26,174.3300
2019/02/25,174.2300
2019/02/22,172.9700
2019/02/21,171.0600
2019/02/20,172.0300
2019/02/19,170.9300
2019/02/15,170.4200
2019/02/14,170.8000
2019/02/13,170.1800
2019/02/12,170.8900
2019/02/11,169.4300
2019/02/08,170.4100
2019/02/07,170.9400
2019/02/06,174.2400
2019/02/05,174.1800
2019/02/04,171.2500
2019/02/01,166.5200
2019/01/31,166.4400
2019/01/30,165.2500
2019/01/29,154.6800
2019/01/28,156.3000
2019/01/25,157.7600
2019/01/24,152.7000
2019/01/23,153.9200
2019/01/22,153.3000
2019/01/18,156.8200
2019/01/17,155.8600
2019/01/16,154.9400
2019/01/15,153.0700
2019/01/14,150.0000
2019/01/11,152.2900
2019/01/10,153.8000
2019/01/09,153.3100
2019/01/08,150.7500
2019/01/07,147.9300
2019/01/04,148.2600
2019/01/03,142.1900
2019/01/02,157.9200
2018/12/31,157.7400
2018/12/28,156.2300
2018/12/27,156.1500
2018/12/26,157.1700
2018/12/24,146.8300
2018/12/21,150.7300
2018/12/20,156.8300
2018/12/19,160.8900
2018/12/18,166.0700
2018/12/17,163.9400
2018/12/14,165.4800
2018/12/13,170.9500
2018/12/12,169.1000
2018/12/11,168.6300
2018/12/10,169.6000
2018/12/07,168.4900
2018/12/06,174.7200
2018/12/04,176.6900
2018/12/03,184.8200
2018/11/30,178.5800
2018/11/29,179.5500
2018/11/28,180.9400
2018/11/27,174.2400
2018/11/26,174.6200
2018/11/23,172.2900
2018/11/21,176.7800
2018/11/20,176.9800
2018/11/19,185.8600
2018/11/16,193.5300
2018/11/15,191.4100
2018/11/14,186.8000
2018/11/13,192.2300
2018/11/12,194.1700
2018/11/09,204.4700
2018/11/08,208.4900
2018/11/07,209.9500
2018/11/06,203.7700
2018/11/05,201.5900
2018/11/02,207.4800
2018/11/01,222.2200
2018/10/31,218.8600
2018/10/30,213.3000
2018/10/29,212.2400
2018/10/26,216.3000
2018/10/25,219.8000
2018/10/24,215.0900
2018/10/23,222.7300
2018/10/22,220.6500
2018/10/19,219.3100
2018/10/18,216.0200
2018/10/17,221.1900
2018/10/16,222.1500
2018/10/15,217.3600
2018/10/12,222.1100
2018/10/11,214.4500
2018/10/10,216.3600
2018/10/09,226.8700
2018/10/08,223.7700
2018/10/05,224.2900
2018/10/04,227.9900
2018/10/03,232.0700
2018/10/02,229.2800
2018/10/01,227.2600
2018/09/28,225.7400
2018/09/27,224.9500
2018/09/26,220.4200
2018/09/25,222.1900
2018/09/24,220.7900
2018/09/21,217.6600
2018/09/20,220.0300
2018/09/19,218.3700
2018/09/18,218.2400
2018/09/17,217.8800
2018/09/14,223.8400
2018/09/13,226.4100
2018/09/12,221.0700
